time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-19 00:00:00+00:00,12.0,6.0,55,18
2025-05-20 00:00:00+00:00,11.0,4.0,29,15
2025-05-21 00:00:00+00:00,6.0,3.0,21,11
2025-05-22 00:00:00+00:00,14.0,5.0,52,17
2025-05-23 00:00:00+00:00,21.0,5.0,32,18
2025-05-24 00:00:00+00:00,8.0,2.0,9,6
2025-05-25 00:00:00+00:00,10.0,3.0,18,3
2025-05-26 00:00:00+00:00,13.0,4.0,4,4
2025-05-27 00:00:00+00:00,11.0,4.0,27,13
2025-05-28 00:00:00+00:00,8.0,2.0,16,10
2025-05-29 00:00:00+00:00,23.0,6.0,35,21
2025-05-30 00:00:00+00:00,12.0,3.0,50,14
2025-05-31 00:00:00+00:00,11.0,3.0,18,9
2025-06-01 00:00:00+00:00,,,13,4
