referrer,views_total,views_unique
Google,98,35
github.com,15,5
chatgpt.com,13,3
DuckDuckGo,11,1
sciencedirect.com,10,8
neurostars.org,3,3
search.brave.com,3,1
pdf.sciencedirectassets.com,1,1
nature.com,1,1
ecosia.org,1,1
