time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-05 00:00:00+00:00,7,4,6,4
2025-04-06 00:00:00+00:00,7,4,5,5
2025-04-07 00:00:00+00:00,3,2,19,14
2025-04-08 00:00:00+00:00,2,2,32,16
2025-04-09 00:00:00+00:00,6,3,55,9
2025-04-10 00:00:00+00:00,2,2,10,10
2025-04-11 00:00:00+00:00,6,3,33,16
2025-04-12 00:00:00+00:00,5,3,13,7
2025-04-13 00:00:00+00:00,2,2,5,5
2025-04-14 00:00:00+00:00,3,2,46,15
2025-04-15 00:00:00+00:00,5,2,21,8
2025-04-16 00:00:00+00:00,1,1,25,17
2025-04-17 00:00:00+00:00,2,2,18,11
2025-04-18 00:00:00+00:00,15,5,4,3
