referrer,views_total,views_unique
Google,37,26
github.com,12,5
sciencedirect.com,9,5
DuckDuckGo,4,4
chatgpt.com,2,2
Yahoo,2,1
neurostars.org,2,1
Bing,1,1
statics.teams.cdn.office.net,1,1
