referrer,views_total,views_unique
Google,118,43
github.com,32,14
Bing,14,3
sciencedirect.com,7,4
DuckDuckGo,3,3
nature.com,2,2
link.zhihu.com,1,1
biorxiv.org,1,1
pypi.org,1,1
