referrer,views_total,views_unique
Google,61,29
github.com,17,6
chatgpt.com,4,3
sciencedirect.com,4,3
neurostars.org,3,3
Bing,3,1
centilebrain.org,2,2
academic.oup.com,2,1
direct.mit.edu,1,1
ecosia.org,1,1
