referrer,views_total,views_unique
Google,130,48
Bing,34,6
github.com,19,6
sciencedirect.com,14,7
chatgpt.com,4,3
nature.com,3,3
search.brave.com,3,1
neurostars.org,2,2
teams.microsoft.com,1,1
