referrer,views_total,views_unique
Google,53,42
cn.bing.com,18,1
DuckDuckGo,10,4
neurostars.org,7,3
sciencedirect.com,5,5
github.com,4,2
chatgpt.com,3,2
mynotebook.labarchives.com,1,1
ecosia.org,1,1
qwant.com,1,1
