time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-06 00:00:00+00:00,8.0,2.0,1,1
2025-07-07 00:00:00+00:00,18.0,11.0,29,11
2025-07-08 00:00:00+00:00,11.0,5.0,41,11
2025-07-09 00:00:00+00:00,11.0,5.0,20,8
2025-07-10 00:00:00+00:00,13.0,6.0,18,12
2025-07-11 00:00:00+00:00,9.0,3.0,14,9
2025-07-12 00:00:00+00:00,12.0,5.0,1,1
2025-07-13 00:00:00+00:00,9.0,3.0,4,4
2025-07-14 00:00:00+00:00,10.0,3.0,12,5
2025-07-15 00:00:00+00:00,12.0,6.0,18,5
2025-07-16 00:00:00+00:00,9.0,3.0,8,6
2025-07-17 00:00:00+00:00,10.0,4.0,20,13
2025-07-18 00:00:00+00:00,8.0,2.0,16,8
2025-07-19 00:00:00+00:00,,,18,3
