time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-16 00:00:00+00:00,1.0,1.0,5,3
2025-02-17 00:00:00+00:00,5.0,2.0,14,8
2025-02-18 00:00:00+00:00,6.0,3.0,13,10
2025-02-19 00:00:00+00:00,15.0,7.0,76,17
2025-02-20 00:00:00+00:00,1.0,1.0,32,14
2025-02-21 00:00:00+00:00,10.0,4.0,54,12
2025-02-22 00:00:00+00:00,5.0,3.0,5,4
2025-02-23 00:00:00+00:00,1.0,1.0,12,9
2025-02-24 00:00:00+00:00,6.0,3.0,35,12
2025-02-25 00:00:00+00:00,4.0,3.0,33,12
2025-02-26 00:00:00+00:00,7.0,4.0,20,14
2025-02-27 00:00:00+00:00,7.0,3.0,41,19
2025-02-28 00:00:00+00:00,2.0,2.0,47,12
2025-03-01 00:00:00+00:00,,,3,3
