time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-26 00:00:00+00:00,7,4,20,14
2025-02-27 00:00:00+00:00,7,3,41,19
2025-02-28 00:00:00+00:00,2,2,47,12
2025-03-01 00:00:00+00:00,4,2,3,3
2025-03-02 00:00:00+00:00,3,2,30,6
2025-03-03 00:00:00+00:00,8,3,11,9
2025-03-04 00:00:00+00:00,3,3,9,8
2025-03-05 00:00:00+00:00,11,4,22,12
2025-03-06 00:00:00+00:00,2,2,34,14
2025-03-07 00:00:00+00:00,1,1,16,7
2025-03-08 00:00:00+00:00,5,3,21,4
2025-03-09 00:00:00+00:00,5,2,4,3
2025-03-10 00:00:00+00:00,4,2,9,7
2025-03-11 00:00:00+00:00,4,3,45,13
