referrer,views_total,views_unique
Google,114,39
github.com,24,11
Bing,15,5
nature.com,7,4
sciencedirect.com,5,3
DuckDuckGo,2,2
neurostars.org,1,1
chatgpt.com,1,1
link.zhihu.com,1,1
pypi.org,1,1
