referrer,views_total,views_unique
Google,54,24
github.com,10,8
sciencedirect.com,10,4
neurostars.org,9,7
Yahoo,4,2
statics.teams.cdn.office.net,4,1
Bing,3,3
centilebrain.org,2,1
search.brave.com,1,1
