time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-13 00:00:00+00:00,4.0,3.0,135,22
2025-03-14 00:00:00+00:00,8.0,4.0,23,12
2025-03-15 00:00:00+00:00,3.0,2.0,11,5
2025-03-16 00:00:00+00:00,1.0,1.0,14,10
2025-03-17 00:00:00+00:00,5.0,2.0,12,10
2025-03-18 00:00:00+00:00,2.0,2.0,23,15
2025-03-19 00:00:00+00:00,45.0,5.0,36,9
2025-03-20 00:00:00+00:00,8.0,4.0,19,10
2025-03-21 00:00:00+00:00,2.0,2.0,59,19
2025-03-22 00:00:00+00:00,4.0,3.0,9,2
2025-03-23 00:00:00+00:00,6.0,3.0,13,5
2025-03-24 00:00:00+00:00,1.0,1.0,16,12
2025-03-25 00:00:00+00:00,5.0,4.0,9,9
2025-03-26 00:00:00+00:00,,,17,10
