referrer,views_total,views_unique
Google,120,33
github.com,25,7
chatgpt.com,12,9
Bing,9,5
nature.com,7,3
pmc.ncbi.nlm.nih.gov,3,1
neurostars.org,1,1
biorxiv.org,1,1
link.zhihu.com,1,1
sciencedirect.com,1,1
