referrer,views_total,views_unique
Google,108,49
github.com,13,6
Bing,7,4
neurostars.org,6,2
DuckDuckGo,5,2
chatgpt.com,4,3
sciencedirect.com,4,2
cn.bing.com,3,2
nature.com,3,2
mail.google.com,1,1
