referrer,views_total,views_unique
Google,62,35
github.com,29,4
sciencedirect.com,12,5
nature.com,9,4
Bing,8,2
chatgpt.com,7,5
search.brave.com,6,1
neurostars.org,5,4
cn.bing.com,2,2
link.zhihu.com,1,1
