referrer,views_total,views_unique
Google,78,37
github.com,31,7
chatgpt.com,10,5
nature.com,10,4
sciencedirect.com,9,8
Bing,6,1
search.brave.com,5,1
neurostars.org,4,3
cn.bing.com,2,2
link.zhihu.com,1,1
