referrer,views_total,views_unique
Google,84,35
neurostars.org,11,8
sciencedirect.com,11,4
github.com,9,7
statics.teams.cdn.office.net,5,1
Bing,4,4
Yahoo,4,2
centilebrain.org,3,2
academic.oup.com,3,1
DuckDuckGo,1,1
