referrer,views_total,views_unique
Google,80,33
github.com,15,5
chatgpt.com,13,3
DuckDuckGo,11,1
sciencedirect.com,9,7
neurostars.org,5,3
search.brave.com,3,1
pdf.sciencedirectassets.com,1,1
perplexity.ai,1,1
