referrer,views_total,views_unique
Google,94,41
github.com,16,5
academic.oup.com,10,1
sciencedirect.com,7,5
Bing,6,4
neurostars.org,5,4
centilebrain.org,4,3
chatgpt.com,2,2
direct.mit.edu,2,2
DuckDuckGo,1,1
