referrer,views_total,views_unique
Google,97,38
github.com,23,6
sciencedirect.com,21,4
centilebrain.org,9,3
neurostars.org,3,3
nature.com,3,2
Bing,2,2
search.brave.com,1,1
chatgpt.com,1,1
it.search.yahoo.com,1,1
