time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-27 00:00:00+00:00,8,2,13,5
2025-08-28 00:00:00+00:00,9,3,27,11
2025-08-29 00:00:00+00:00,8,2,17,12
2025-08-30 00:00:00+00:00,10,4,8,3
2025-08-31 00:00:00+00:00,11,5,3,3
2025-09-01 00:00:00+00:00,9,3,7,6
2025-09-02 00:00:00+00:00,16,8,24,9
2025-09-03 00:00:00+00:00,12,10,9,8
2025-09-04 00:00:00+00:00,2,2,36,12
2025-09-05 00:00:00+00:00,2,2,29,8
2025-09-06 00:00:00+00:00,3,3,15,5
2025-09-07 00:00:00+00:00,6,6,6,2
2025-09-08 00:00:00+00:00,1,1,59,18
2025-09-09 00:00:00+00:00,2,1,9,5
