time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-07 00:00:00+00:00,6,4,31,12
2025-05-08 00:00:00+00:00,5,4,28,13
2025-05-09 00:00:00+00:00,5,4,38,11
2025-05-10 00:00:00+00:00,7,5,10,4
2025-05-11 00:00:00+00:00,3,3,3,3
2025-05-12 00:00:00+00:00,4,3,22,13
2025-05-13 00:00:00+00:00,5,3,22,15
2025-05-14 00:00:00+00:00,5,3,15,12
2025-05-15 00:00:00+00:00,5,4,20,14
2025-05-16 00:00:00+00:00,2,2,10,5
2025-05-17 00:00:00+00:00,7,5,8,5
2025-05-18 00:00:00+00:00,6,4,4,4
2025-05-19 00:00:00+00:00,12,6,55,18
2025-05-20 00:00:00+00:00,5,1,27,14
