time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-05 00:00:00+00:00,11,4,5,5
2025-02-06 00:00:00+00:00,11,5,20,11
2025-02-07 00:00:00+00:00,12,5,46,11
2025-02-08 00:00:00+00:00,4,2,8,5
2025-02-09 00:00:00+00:00,5,2,13,5
2025-02-10 00:00:00+00:00,5,3,21,7
2025-02-11 00:00:00+00:00,7,4,29,17
2025-02-12 00:00:00+00:00,15,6,23,12
2025-02-13 00:00:00+00:00,7,3,15,11
2025-02-14 00:00:00+00:00,7,3,9,8
2025-02-15 00:00:00+00:00,1,1,9,7
2025-02-16 00:00:00+00:00,1,1,5,3
2025-02-17 00:00:00+00:00,5,2,14,8
2025-02-18 00:00:00+00:00,1,1,10,8
