referrer,views_total,views_unique
Google,112,48
github.com,32,8
Bing,16,6
DuckDuckGo,9,4
sciencedirect.com,8,5
chatgpt.com,5,2
perplexity.ai,3,1
cn.bing.com,3,1
biorxiv.org,1,1
neurostars.org,1,1
