referrer,views_total,views_unique
Google,37,28
sciencedirect.com,15,6
github.com,11,4
DuckDuckGo,3,3
chatgpt.com,2,2
Yahoo,2,1
neurostars.org,2,1
Bing,1,1
statics.teams.cdn.office.net,1,1
