time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-07 00:00:00+00:00,16,9,25,17
2026-04-08 00:00:00+00:00,17,7,21,19
2026-04-09 00:00:00+00:00,10,6,28,11
2026-04-10 00:00:00+00:00,36,14,21,10
2026-04-11 00:00:00+00:00,14,9,6,5
2026-04-12 00:00:00+00:00,9,9,8,5
2026-04-13 00:00:00+00:00,47,14,24,11
2026-04-14 00:00:00+00:00,8,3,12,9
2026-04-15 00:00:00+00:00,8,4,21,13
2026-04-16 00:00:00+00:00,13,5,20,10
2026-04-17 00:00:00+00:00,19,8,15,11
2026-04-18 00:00:00+00:00,17,5,4,4
2026-04-19 00:00:00+00:00,17,11,14,4
2026-04-20 00:00:00+00:00,62,27,25,7
