referrer,views_total,views_unique
Google,97,37
Bing,27,4
github.com,16,8
sciencedirect.com,9,7
chatgpt.com,2,2
cn.bing.com,2,2
DuckDuckGo,1,1
nature.com,1,1
catalyzex.com,1,1
