referrer,views_total,views_unique
Google,83,34
github.com,12,7
Bing,10,3
sciencedirect.com,8,6
neurostars.org,4,1
chatgpt.com,3,2
cn.bing.com,2,2
nature.com,1,1
DuckDuckGo,1,1
catalyzex.com,1,1
