referrer,views_total,views_unique
Google,41,15
sciencedirect.com,30,6
neurostars.org,13,3
github.com,11,5
direct.mit.edu,4,1
chatgpt.com,3,3
nature.com,3,2
Bing,1,1
mail.cbs.mpg.de,1,1
