time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-02 00:00:00+00:00,39,10,7,6
2025-12-03 00:00:00+00:00,126,37,18,12
2025-12-04 00:00:00+00:00,12,7,10,8
2025-12-05 00:00:00+00:00,12,10,17,12
2025-12-06 00:00:00+00:00,5,5,1,1
2025-12-07 00:00:00+00:00,2,2,7,5
2025-12-08 00:00:00+00:00,12,7,22,11
2025-12-09 00:00:00+00:00,18,8,16,9
2025-12-10 00:00:00+00:00,3,3,47,15
2025-12-11 00:00:00+00:00,20,11,35,17
2025-12-12 00:00:00+00:00,14,7,14,8
2025-12-13 00:00:00+00:00,20,20,13,8
2025-12-14 00:00:00+00:00,19,14,7,7
2025-12-15 00:00:00+00:00,17,16,36,10
