referrer,views_total,views_unique
Google,105,41
Bing,17,4
github.com,14,6
sciencedirect.com,12,4
nature.com,9,5
search.brave.com,8,1
chatgpt.com,5,5
teams.microsoft.com,1,1
cn.bing.com,1,1
comscan.readthedocs.io,1,1
