referrer,views_total,views_unique
Google,133,46
github.com,22,5
sciencedirect.com,19,6
Bing,7,5
neurostars.org,7,2
nature.com,4,2
statics.teams.cdn.office.net,3,2
cn.bing.com,2,2
ch.search.yahoo.com,1,1
chatgpt.com,1,1
