referrer,views_total,views_unique
Google,56,21
neurostars.org,12,2
github.com,7,7
chatgpt.com,5,4
direct.mit.edu,4,1
sciencedirect.com,3,3
Bing,2,2
DuckDuckGo,1,1
frontiersin.org,1,1
nature.com,1,1
