referrer,views_total,views_unique
Google,121,36
github.com,14,9
sciencedirect.com,5,5
chatgpt.com,3,3
Bing,3,2
statics.teams.cdn.office.net,3,2
ecosia.org,2,1
claude.ai,1,1
frontiersin.org,1,1
neurostars.org,1,1
