referrer,views_total,views_unique
Google,76,36
github.com,21,10
sciencedirect.com,11,5
chatgpt.com,3,2
centilebrain.org,1,1
link.springer.com,1,1
nature.com,1,1
onlinelibrary.wiley.com,1,1
statics.teams.cdn.office.net,1,1
