referrer,views_total,views_unique
Google,82,20
github.com,12,3
ecosia.org,12,1
sciencedirect.com,7,2
Bing,4,2
neurostars.org,2,2
chatgpt.com,2,1
arc.net,1,1
frontiersin.org,1,1
nature.com,1,1
