referrer,views_total,views_unique
Google,81,45
github.com,16,3
sciencedirect.com,11,7
cn.bing.com,11,2
DuckDuckGo,10,5
chatgpt.com,5,2
search.brave.com,3,2
medium.com,1,1
neurostars.org,1,1
pdf.sciencedirectassets.com,1,1
