referrer,views_total,views_unique
Google,42,16
sciencedirect.com,31,3
github.com,12,5
neurostars.org,11,2
chatgpt.com,3,3
nature.com,3,2
mail.cbs.mpg.de,2,1
DuckDuckGo,1,1
