time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-12 00:00:00+00:00,26,11,9,6
2026-06-13 00:00:00+00:00,25,12,4,4
2026-06-14 00:00:00+00:00,27,11,3,2
2026-06-15 00:00:00+00:00,23,8,3,3
2026-06-16 00:00:00+00:00,19,9,3,3
2026-06-17 00:00:00+00:00,28,9,10,7
2026-06-18 00:00:00+00:00,36,13,10,6
2026-06-19 00:00:00+00:00,27,9,6,6
2026-06-20 00:00:00+00:00,38,14,6,5
2026-06-21 00:00:00+00:00,36,13,1,1
2026-06-22 00:00:00+00:00,36,13,29,10
2026-06-23 00:00:00+00:00,41,17,8,5
2026-06-24 00:00:00+00:00,47,18,22,5
2026-06-25 00:00:00+00:00,31,11,25,12
