referrer,views_total,views_unique
Google,123,41
github.com,24,11
Bing,14,5
sciencedirect.com,5,3
nature.com,4,3
DuckDuckGo,2,2
neurostars.org,1,1
link.zhihu.com,1,1
pypi.org,1,1
