time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-11 00:00:00+00:00,1.0,1.0,36,3
2025-01-12 00:00:00+00:00,,,2,2
2025-01-13 00:00:00+00:00,1.0,1.0,76,16
2025-01-14 00:00:00+00:00,1.0,1.0,29,10
2025-01-15 00:00:00+00:00,2.0,1.0,27,13
2025-01-16 00:00:00+00:00,5.0,4.0,79,12
2025-01-17 00:00:00+00:00,3.0,2.0,18,9
2025-01-18 00:00:00+00:00,1.0,1.0,6,4
2025-01-19 00:00:00+00:00,,,6,4
2025-01-20 00:00:00+00:00,1.0,1.0,40,11
2025-01-21 00:00:00+00:00,1.0,1.0,22,4
2025-01-22 00:00:00+00:00,2.0,1.0,18,9
2025-01-23 00:00:00+00:00,2.0,1.0,25,11
2025-01-24 00:00:00+00:00,1.0,1.0,14,8
