time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-10 00:00:00+00:00,2,2,10,10
2025-04-11 00:00:00+00:00,6,3,33,16
2025-04-12 00:00:00+00:00,5,3,13,7
2025-04-13 00:00:00+00:00,2,2,5,5
2025-04-14 00:00:00+00:00,3,2,46,15
2025-04-15 00:00:00+00:00,5,2,21,8
2025-04-16 00:00:00+00:00,1,1,25,17
2025-04-17 00:00:00+00:00,2,2,18,11
2025-04-18 00:00:00+00:00,17,7,4,3
2025-04-19 00:00:00+00:00,4,4,29,7
2025-04-20 00:00:00+00:00,4,3,11,8
2025-04-21 00:00:00+00:00,6,3,15,8
2025-04-22 00:00:00+00:00,5,3,34,11
2025-04-23 00:00:00+00:00,8,3,75,17
