referrer,views_total,views_unique
Google,64,30
github.com,18,7
academic.oup.com,10,1
sciencedirect.com,6,4
Bing,5,3
chatgpt.com,5,3
neurostars.org,3,3
centilebrain.org,3,2
DuckDuckGo,1,1
direct.mit.edu,1,1
