referrer,views_total,views_unique
Google,204,50
github.com,38,9
Bing,24,8
sciencedirect.com,10,5
statics.teams.cdn.office.net,6,5
neurostars.org,6,3
chatgpt.com,5,4
nature.com,2,1
pypi.org,1,1
