referrer,views_total,views_unique
Google,60,46
cn.bing.com,14,2
github.com,11,4
sciencedirect.com,10,6
DuckDuckGo,6,4
neurostars.org,6,2
search.brave.com,3,2
chatgpt.com,2,1
ecosia.org,1,1
pdf.sciencedirectassets.com,1,1
