referrer,views_total,views_unique
Google,99,27
Bing,10,5
github.com,9,6
nature.com,9,4
chatgpt.com,8,6
biorxiv.org,1,1
link.zhihu.com,1,1
sciencedirect.com,1,1
neurostars.org,1,1
