time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-07 00:00:00+00:00,20.0,11.0,27,13
2025-08-08 00:00:00+00:00,11.0,5.0,22,11
2025-08-09 00:00:00+00:00,12.0,6.0,7,4
2025-08-10 00:00:00+00:00,14.0,6.0,8,6
2025-08-11 00:00:00+00:00,9.0,3.0,35,12
2025-08-12 00:00:00+00:00,13.0,4.0,31,16
2025-08-13 00:00:00+00:00,9.0,3.0,15,7
2025-08-14 00:00:00+00:00,1.0,1.0,17,9
2025-08-15 00:00:00+00:00,,,15,5
2025-08-16 00:00:00+00:00,,,2,2
2025-08-18 00:00:00+00:00,,,36,18
2025-08-19 00:00:00+00:00,,,33,6
2025-08-20 00:00:00+00:00,,,24,6
