time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-11 00:00:00+00:00,7,2,19,9
2026-05-12 00:00:00+00:00,10,5,20,9
2026-05-13 00:00:00+00:00,30,8,31,5
2026-05-14 00:00:00+00:00,17,6,5,5
2026-05-15 00:00:00+00:00,31,10,11,4
2026-05-16 00:00:00+00:00,14,5,1,1
2026-05-17 00:00:00+00:00,12,7,1,1
2026-05-18 00:00:00+00:00,10,6,6,5
2026-05-19 00:00:00+00:00,13,8,37,8
2026-05-20 00:00:00+00:00,10,5,1,1
2026-05-21 00:00:00+00:00,32,12,4,3
2026-05-22 00:00:00+00:00,10,5,3,3
2026-05-23 00:00:00+00:00,13,8,4,3
2026-05-24 00:00:00+00:00,13,7,5,2
