referrer,views_total,views_unique
Google,86,34
github.com,25,8
sciencedirect.com,13,10
neurostars.org,4,4
nature.com,4,3
ecosia.org,4,2
DuckDuckGo,3,1
Bing,2,2
chatgpt.com,2,2
pdf.sciencedirectassets.com,2,1
