referrer,views_total,views_unique
Google,95,50
github.com,44,14
pypi.org,12,2
chatgpt.com,8,3
sciencedirect.com,5,3
Baidu,5,1
neurostars.org,3,3
nature.com,2,2
overleaf.com,2,1
search.brave.com,2,1
