referrer,views_total,views_unique
Google,100,44
github.com,20,5
sciencedirect.com,14,5
neurostars.org,7,3
Bing,5,3
nature.com,2,2
cn.bing.com,2,2
statics.teams.cdn.office.net,2,2
ch.search.yahoo.com,1,1
mail.google.com,1,1
