time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-26 00:00:00+00:00,6,6,19,8
2025-11-27 00:00:00+00:00,4,4,7,7
2025-11-28 00:00:00+00:00,3,3,7,7
2025-11-29 00:00:00+00:00,5,5,4,4
2025-11-30 00:00:00+00:00,1,1,4,3
2025-12-01 00:00:00+00:00,41,11,25,10
2025-12-02 00:00:00+00:00,39,10,7,6
2025-12-03 00:00:00+00:00,126,37,18,12
2025-12-04 00:00:00+00:00,12,7,10,8
2025-12-05 00:00:00+00:00,12,10,17,12
2025-12-06 00:00:00+00:00,5,5,1,1
2025-12-07 00:00:00+00:00,2,2,7,5
2025-12-08 00:00:00+00:00,12,7,22,11
2025-12-09 00:00:00+00:00,11,5,15,8
