referrer,views_total,views_unique
Google,41,33
cn.bing.com,19,1
DuckDuckGo,9,2
github.com,8,5
Bing,5,4
chatgpt.com,4,2
neurostars.org,3,3
nature.com,3,2
mynotebook.labarchives.com,1,1
qwant.com,1,1
