time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-16 00:00:00+00:00,13,3,9,8
2025-10-17 00:00:00+00:00,7,5,26,13
2025-10-18 00:00:00+00:00,15,4,5,4
2025-10-19 00:00:00+00:00,16,7,6,2
2025-10-20 00:00:00+00:00,9,4,36,20
2025-10-21 00:00:00+00:00,13,6,17,9
2025-10-22 00:00:00+00:00,10,6,19,6
2025-10-23 00:00:00+00:00,23,7,28,15
2025-10-24 00:00:00+00:00,6,6,31,20
2025-10-25 00:00:00+00:00,3,3,5,4
2025-10-26 00:00:00+00:00,3,3,20,8
2025-10-27 00:00:00+00:00,12,3,12,11
2025-10-28 00:00:00+00:00,3,3,21,12
2025-10-29 00:00:00+00:00,13,3,40,15
