referrer,views_total,views_unique
Google,86,38
sciencedirect.com,13,5
neurostars.org,9,7
github.com,8,7
academic.oup.com,6,1
Bing,5,5
statics.teams.cdn.office.net,5,1
Yahoo,4,2
centilebrain.org,3,2
DuckDuckGo,1,1
