time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-27 00:00:00+00:00,12,3,12,11
2025-10-28 00:00:00+00:00,3,3,21,12
2025-10-29 00:00:00+00:00,19,7,45,17
2025-10-30 00:00:00+00:00,7,5,14,7
2025-10-31 00:00:00+00:00,4,3,36,13
2025-11-01 00:00:00+00:00,3,3,20,11
2025-11-02 00:00:00+00:00,3,3,4,4
2025-11-03 00:00:00+00:00,9,5,30,14
2025-11-04 00:00:00+00:00,6,4,37,17
2025-11-05 00:00:00+00:00,19,8,17,14
2025-11-06 00:00:00+00:00,19,10,23,12
2025-11-07 00:00:00+00:00,4,4,57,17
2025-11-08 00:00:00+00:00,3,3,4,3
2025-11-09 00:00:00+00:00,13,5,8,6
