referrer,views_total,views_unique
Google,103,48
github.com,20,6
sciencedirect.com,14,5
neurostars.org,6,2
nature.com,2,2
cn.bing.com,2,2
statics.teams.cdn.office.net,2,2
Bing,2,2
ch.search.yahoo.com,1,1
