referrer,views_total,views_unique
Google,75,36
github.com,30,6
nature.com,10,4
sciencedirect.com,8,7
chatgpt.com,7,5
Bing,6,1
search.brave.com,5,1
neurostars.org,4,3
cn.bing.com,2,2
link.zhihu.com,1,1
