referrer,views_total,views_unique
Google,46,26
github.com,8,7
chatgpt.com,4,3
sciencedirect.com,2,2
Yahoo,2,1
neurostars.org,2,1
Bing,1,1
DuckDuckGo,1,1
frontiersin.org,1,1
