referrer,views_total,views_unique
Google,87,36
neurostars.org,24,3
Bing,9,5
sciencedirect.com,7,5
chatgpt.com,6,3
github.com,3,3
statics.teams.cdn.office.net,2,1
overleaf.com,1,1
