time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-31 00:00:00+00:00,9,4,47.0,10.0
2025-02-01 00:00:00+00:00,9,5,10.0,6.0
2025-02-02 00:00:00+00:00,5,3,6.0,6.0
2025-02-03 00:00:00+00:00,9,4,38.0,16.0
2025-02-04 00:00:00+00:00,10,3,14.0,12.0
2025-02-05 00:00:00+00:00,11,4,5.0,5.0
2025-02-06 00:00:00+00:00,11,5,20.0,11.0
2025-02-07 00:00:00+00:00,12,5,46.0,11.0
2025-02-08 00:00:00+00:00,4,2,8.0,5.0
2025-02-09 00:00:00+00:00,5,2,13.0,5.0
2025-02-10 00:00:00+00:00,5,3,21.0,7.0
2025-02-11 00:00:00+00:00,7,4,26.0,15.0
2025-02-12 00:00:00+00:00,15,6,,
2025-02-13 00:00:00+00:00,2,1,8.0,6.0
