time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-29 00:00:00+00:00,2.0,2.0,7,6
2025-03-30 00:00:00+00:00,6.0,3.0,11,5
2025-03-31 00:00:00+00:00,8.0,5.0,24,10
2025-04-01 00:00:00+00:00,7.0,5.0,9,7
2025-04-02 00:00:00+00:00,15.0,9.0,37,18
2025-04-03 00:00:00+00:00,3.0,3.0,21,13
2025-04-04 00:00:00+00:00,5.0,3.0,43,12
2025-04-05 00:00:00+00:00,7.0,4.0,6,4
2025-04-06 00:00:00+00:00,7.0,4.0,5,5
2025-04-07 00:00:00+00:00,3.0,2.0,19,14
2025-04-08 00:00:00+00:00,2.0,2.0,32,16
2025-04-09 00:00:00+00:00,6.0,3.0,55,9
2025-04-10 00:00:00+00:00,2.0,2.0,10,10
2025-04-11 00:00:00+00:00,,,33,16
